date,country,region,lat,long,confirmed,deaths
2/23/20,Brunei,,4.5353,114.7277,0,0
2/24/20,Brunei,,4.5353,114.7277,0,0
2/25/20,Brunei,,4.5353,114.7277,0,0
2/26/20,Brunei,,4.5353,114.7277,0,0
2/27/20,Brunei,,4.5353,114.7277,0,0
2/28/20,Brunei,,4.5353,114.7277,0,0
2/29/20,Brunei,,4.5353,114.7277,0,0
3/1/20,Brunei,,4.5353,114.7277,0,0
3/2/20,Brunei,,4.5353,114.7277,0,0
3/3/20,Brunei,,4.5353,114.7277,0,0
3/4/20,Brunei,,4.5353,114.7277,0,0
3/5/20,Brunei,,4.5353,114.7277,0,0
3/6/20,Brunei,,4.5353,114.7277,0,0
3/7/20,Brunei,,4.5353,114.7277,0,0
3/8/20,Brunei,,4.5353,114.7277,0,0
3/9/20,Brunei,,4.5353,114.7277,1,0
3/10/20,Brunei,,4.5353,114.7277,1,0
3/11/20,Brunei,,4.5353,114.7277,11,0
3/12/20,Brunei,,4.5353,114.7277,11,0
3/13/20,Brunei,,4.5353,114.7277,37,0
3/14/20,Brunei,,4.5353,114.7277,40,0
3/15/20,Brunei,,4.5353,114.7277,50,0
3/16/20,Brunei,,4.5353,114.7277,54,0
3/17/20,Brunei,,4.5353,114.7277,56,0
3/18/20,Brunei,,4.5353,114.7277,68,0
3/19/20,Brunei,,4.5353,114.7277,75,0
3/20/20,Brunei,,4.5353,114.7277,78,0
3/21/20,Brunei,,4.5353,114.7277,83,0
3/22/20,Brunei,,4.5353,114.7277,88,0
1/22/20,Bulgaria,,42.7339,25.4858,0,0
1/23/20,Bulgaria,,42.7339,25.4858,0,0
1/24/20,Bulgaria,,42.7339,25.4858,0,0
1/25/20,Bulgaria,,42.7339,25.4858,0,0
1/26/20,Bulgaria,,42.7339,25.4858,0,0
1/27/20,Bulgaria,,42.7339,25.4858,0,0
1/28/20,Bulgaria,,42.7339,25.4858,0,0
1/29/20,Bulgaria,,42.7339,25.4858,0,0
1/30/20,Bulgaria,,42.7339,25.4858,0,0
1/31/20,Bulgaria,,42.7339,25.4858,0,0
2/1/20,Bulgaria,,42.7339,25.4858,0,0
2/2/20,Bulgaria,,42.7339,25.4858,0,0
2/3/20,Bulgaria,,42.7339,25.4858,0,0
2/4/20,Bulgaria,,42.7339,25.4858,0,0
2/5/20,Bulgaria,,42.7339,25.4858,0,0
2/6/20,Bulgaria,,42.7339,25.4858,0,0
2/7/20,Bulgaria,,42.7339,25.4858,0,0
2/8/20,Bulgaria,,42.7339,25.4858,0,0
2/9/20,Bulgaria,,42.7339,25.4858,0,0
2/10/20,Bulgaria,,42.7339,25.4858,0,0
2/11/20,Bulgaria,,42.7339,25.4858,0,0
2/12/20,Bulgaria,,42.7339,25.4858,0,0
2/13/20,Bulgaria,,42.7339,25.4858,0,0
2/14/20,Bulgaria,,42.7339,25.4858,0,0
2/15/20,Bulgaria,,42.7339,25.4858,0,0
2/16/20,Bulgaria,,42.7339,25.4858,0,0
2/17/20,Bulgaria,,42.7339,25.4858,0,0
2/18/20,Bulgaria,,42.7339,25.4858,0,0
2/19/20,Bulgaria,,42.7339,25.4858,0,0
2/20/20,Bulgaria,,42.7339,25.4858,0,0
2/21/20,Bulgaria,,42.7339,25.4858,0,0
2/22/20,Bulgaria,,42.7339,25.4858,0,0
2/23/20,Bulgaria,,42.7339,25.4858,0,0
2/24/20,Bulgaria,,42.7339,25.4858,0,0
2/25/20,Bulgaria,,42.7339,25.4858,0,0
2/26/20,Bulgaria,,42.7339,25.4858,0,0
2/27/20,Bulgaria,,42.7339,25.4858,0,0
2/28/20,Bulgaria,,42.7339,25.4858,0,0
2/29/20,Bulgaria,,42.7339,25.4858,0,0
3/1/20,Bulgaria,,42.7339,25.4858,0,0
3/2/20,Bulgaria,,42.7339,25.4858,0,0
3/3/20,Bulgaria,,42.7339,25.4858,0,0
3/4/20,Bulgaria,,42.7339,25.4858,0,0
3/5/20,Bulgaria,,42.7339,25.4858,0,0
3/6/20,Bulgaria,,42.7339,25.4858,0,0
3/7/20,Bulgaria,,42.7339,25.4858,0,0
3/8/20,Bulgaria,,42.7339,25.4858,4,0
3/9/20,Bulgaria,,42.7339,25.4858,4,0
3/10/20,Bulgaria,,42.7339,25.4858,4,0
3/11/20,Bulgaria,,42.7339,25.4858,7,0
3/12/20,Bulgaria,,42.7339,25.4858,7,0
3/13/20,Bulgaria,,42.7339,25.4858,23,0
3/14/20,Bulgaria,,42.7339,25.4858,41,0
3/15/20,Bulgaria,,42.7339,25.4858,51,0
3/16/20,Bulgaria,,42.7339,25.4858,52,0
3/17/20,Bulgaria,,42.7339,25.4858,67,0
3/18/20,Bulgaria,,42.7339,25.4858,92,0
3/19/20,Bulgaria,,42.7339,25.4858,94,0
3/20/20,Bulgaria,,42.7339,25.4858,127,0
3/21/20,Bulgaria,,42.7339,25.4858,163,0
3/22/20,Bulgaria,,42.7339,25.4858,187,0
1/22/20,Burkina Faso,,12.2383,-1.5616,0,0
1/23/20,Burkina Faso,,12.2383,-1.5616,0,0
1/24/20,Burkina Faso,,12.2383,-1.5616,0,0
1/25/20,Burkina Faso,,12.2383,-1.5616,0,0
1/26/20,Burkina Faso,,12.2383,-1.5616,0,0
1/27/20,Burkina Faso,,12.2383,-1.5616,0,0
1/28/20,Burkina Faso,,12.2383,-1.5616,0,0
1/29/20,Burkina Faso,,12.2383,-1.5616,0,0
1/30/20,Burkina Faso,,12.2383,-1.5616,0,0
1/31/20,Burkina Faso,,12.2383,-1.5616,0,0
2/1/20,Burkina Faso,,12.2383,-1.5616,0,0
2/2/20,Burkina Faso,,12.2383,-1.5616,0,0
2/3/20,Burkina Faso,,12.2383,-1.5616,0,0
2/4/20,Burkina Faso,,12.2383,-1.5616,0,0
2/5/20,Burkina Faso,,12.2383,-1.5616,0,0
2/6/20,Burkina Faso,,12.2383,-1.5616,0,0
2/7/20,Burkina Faso,,12.2383,-1.5616,0,0
2/8/20,Burkina Faso,,12.2383,-1.5616,0,0
2/9/20,Burkina Faso,,12.2383,-1.5616,0,0
2/10/20,Burkina Faso,,12.2383,-1.5616,0,0
2/11/20,Burkina Faso,,12.2383,-1.5616,0,0
2/12/20,Burkina Faso,,12.2383,-1.5616,0,0
2/13/20,Burkina Faso,,12.2383,-1.5616,0,0
2/14/20,Burkina Faso,,12.2383,-1.5616,0,0
2/15/20,Burkina Faso,,12.2383,-1.5616,0,0
2/16/20,Burkina Faso,,12.2383,-1.5616,0,0
2/17/20,Burkina Faso,,12.2383,-1.5616,0,0
2/18/20,Burkina Faso,,12.2383,-1.5616,0,0
2/19/20,Burkina Faso,,12.2383,-1.5616,0,0
2/20/20,Burkina Faso,,12.2383,-1.5616,0,0
2/21/20,Burkina Faso,,12.2383,-1.5616,0,0
2/22/20,Burkina Faso,,12.2383,-1.5616,0,0
2/23/20,Burkina Faso,,12.2383,-1.5616,0,0
2/24/20,Burkina Faso,,12.2383,-1.5616,0,0
2/25/20,Burkina Faso,,12.2383,-1.5616,0,0
2/26/20,Burkina Faso,,12.2383,-1.5616,0,0
2/27/20,Burkina Faso,,12.2383,-1.5616,0,0
2/28/20,Burkina Faso,,12.2383,-1.5616,0,0
2/29/20,Burkina Faso,,12.2383,-1.5616,0,0
3/1/20,Burkina Faso,,12.2383,-1.5616,0,0
3/2/20,Burkina Faso,,12.2383,-1.5616,0,0
3/3/20,Burkina Faso,,12.2383,-1.5616,0,0
3/4/20,Burkina Faso,,12.2383,-1.5616,0,0
3/5/20,Burkina Faso,,12.2383,-1.5616,0,0
3/6/20,Burkina Faso,,12.2383,-1.5616,0,0
3/7/20,Burkina Faso,,12.2383,-1.5616,0,0
3/8/20,Burkina Faso,,12.2383,-1.5616,0,0
3/9/20,Burkina Faso,,12.2383,-1.5616,0,0
3/10/20,Burkina Faso,,12.2383,-1.5616,1,0
3/11/20,Burkina Faso,,12.2383,-1.5616,2,0
3/12/20,Burkina Faso,,12.2383,-1.5616,2,0
3/13/20,Burkina Faso,,12.2383,-1.5616,2,0
3/14/20,Burkina Faso,,12.2383,-1.5616,2,0
3/15/20,Burkina Faso,,12.2383,-1.5616,3,0
3/16/20,Burkina Faso,,12.2383,-1.5616,15,0
3/17/20,Burkina Faso,,12.2383,-1.5616,15,0
3/18/20,Burkina Faso,,12.2383,-1.5616,20,0
3/19/20,Burkina Faso,,12.2383,-1.5616,33,0
3/20/20,Burkina Faso,,12.2383,-1.5616,40,0
3/21/20,Burkina Faso,,12.2383,-1.5616,64,0
3/22/20,Burkina Faso,,12.2383,-1.5616,75,0
1/22/20,Cabo Verde,,16.5388,-23.0418,0,0
1/23/20,Cabo Verde,,16.5388,-23.0418,0,0
1/24/20,Cabo Verde,,16.5388,-23.0418,0,0
1/25/20,Cabo Verde,,16.5388,-23.0418,0,0
1/26/20,Cabo Verde,,16.5388,-23.0418,0,0
1/27/20,Cabo Verde,,16.5388,-23.0418,0,0
1/28/20,Cabo Verde,,16.5388,-23.0418,0,0
1/29/20,Cabo Verde,,16.5388,-23.0418,0,0
1/30/20,Cabo Verde,,16.5388,-23.0418,0,0
1/31/20,Cabo Verde,,16.5388,-23.0418,0,0
2/1/20,Cabo Verde,,16.5388,-23.0418,0,0
2/2/20,Cabo Verde,,16.5388,-23.0418,0,0
2/3/20,Cabo Verde,,16.5388,-23.0418,0,0
2/4/20,Cabo Verde,,16.5388,-23.0418,0,0
2/5/20,Cabo Verde,,16.5388,-23.0418,0,0
2/6/20,Cabo Verde,,16.5388,-23.0418,0,0
2/7/20,Cabo Verde,,16.5388,-23.0418,0,0
2/8/20,Cabo Verde,,16.5388,-23.0418,0,0
2/9/20,Cabo Verde,,16.5388,-23.0418,0,0
2/10/20,Cabo Verde,,16.5388,-23.0418,0,0
2/11/20,Cabo Verde,,16.5388,-23.0418,0,0
2/12/20,Cabo Verde,,16.5388,-23.0418,0,0
2/13/20,Cabo Verde,,16.5388,-23.0418,0,0
2/14/20,Cabo Verde,,16.5388,-23.0418,0,0
2/15/20,Cabo Verde,,16.5388,-23.0418,0,0
2/16/20,Cabo Verde,,16.5388,-23.0418,0,0
2/17/20,Cabo Verde,,16.5388,-23.0418,0,0
2/18/20,Cabo Verde,,16.5388,-23.0418,0,0
2/19/20,Cabo Verde,,16.5388,-23.0418,0,0
2/20/20,Cabo Verde,,16.5388,-23.0418,0,0
2/21/20,Cabo Verde,,16.5388,-23.0418,0,0
2/22/20,Cabo Verde,,16.5388,-23.0418,0,0
2/23/20,Cabo Verde,,16.5388,-23.0418,0,0
2/24/20,Cabo Verde,,16.5388,-23.0418,0,0
2/25/20,Cabo Verde,,16.5388,-23.0418,0,0
2/26/20,Cabo Verde,,16.5388,-23.0418,0,0
2/27/20,Cabo Verde,,16.5388,-23.0418,0,0
2/28/20,Cabo Verde,,16.5388,-23.0418,0,0
2/29/20,Cabo Verde,,16.5388,-23.0418,0,0
3/1/20,Cabo Verde,,16.5388,-23.0418,0,0
3/2/20,Cabo Verde,,16.5388,-23.0418,0,0
3/3/20,Cabo Verde,,16.5388,-23.0418,0,0
3/4/20,Cabo Verde,,16.5388,-23.0418,0,0
3/5/20,Cabo Verde,,16.5388,-23.0418,0,0
3/6/20,Cabo Verde,,16.5388,-23.0418,0,0
3/7/20,Cabo Verde,,16.5388,-23.0418,0,0
3/8/20,Cabo Verde,,16.5388,-23.0418,0,0
3/9/20,Cabo Verde,,16.5388,-23.0418,0,0
3/10/20,Cabo Verde,,16.5388,-23.0418,0,0
3/11/20,Cabo Verde,,16.5388,-23.0418,0,0
3/12/20,Cabo Verde,,16.5388,-23.0418,0,0
3/13/20,Cabo Verde,,16.5388,-23.0418,0,0
3/14/20,Cabo Verde,,16.5388,-23.0418,0,0
3/15/20,Cabo Verde,,16.5388,-23.0418,0,0
3/16/20,Cabo Verde,,16.5388,-23.0418,0,0
3/17/20,Cabo Verde,,16.5388,-23.0418,0,0
3/18/20,Cabo Verde,,16.5388,-23.0418,0,0
3/19/20,Cabo Verde,,16.5388,-23.0418,0,0
3/20/20,Cabo Verde,,16.5388,-23.0418,1,0
3/21/20,Cabo Verde,,16.5388,-23.0418,3,0
3/22/20,Cabo Verde,,16.5388,-23.0418,3,0
1/22/20,Cambodia,,11.55,104.9167,0,0
1/23/20,Cambodia,,11.55,104.9167,0,0
1/24/20,Cambodia,,11.55,104.9167,0,0
1/25/20,Cambodia,,11.55,104.9167,0,0
1/26/20,Cambodia,,11.55,104.9167,0,0
1/27/20,Cambodia,,11.55,104.9167,1,0
1/28/20,Cambodia,,11.55,104.9167,1,0
1/29/20,Cambodia,,11.55,104.9167,1,0
1/30/20,Cambodia,,11.55,104.9167,1,0
1/31/20,Cambodia,,11.55,104.9167,1,0
2/1/20,Cambodia,,11.55,104.9167,1,0
2/2/20,Cambodia,,11.55,104.9167,1,0
2/3/20,Cambodia,,11.55,104.9167,1,0
2/4/20,Cambodia,,11.55,104.9167,1,0
2/5/20,Cambodia,,11.55,104.9167,1,0
2/6/20,Cambodia,,11.55,104.9167,1,0
2/7/20,Cambodia,,11.55,104.9167,1,0
2/8/20,Cambodia,,11.55,104.9167,1,0
2/9/20,Cambodia,,11.55,104.9167,1,0
2/10/20,Cambodia,,11.55,104.9167,1,0
2/11/20,Cambodia,,11.55,104.9167,1,0
2/12/20,Cambodia,,11.55,104.9167,1,0
2/13/20,Cambodia,,11.55,104.9167,1,0
2/14/20,Cambodia,,11.55,104.9167,1,0
2/15/20,Cambodia,,11.55,104.9167,1,0
2/16/20,Cambodia,,11.55,104.9167,1,0
2/17/20,Cambodia,,11.55,104.9167,1,0
2/18/20,Cambodia,,11.55,104.9167,1,0
2/19/20,Cambodia,,11.55,104.9167,1,0
2/20/20,Cambodia,,11.55,104.9167,1,0
2/21/20,Cambodia,,11.55,104.9167,1,0
2/22/20,Cambodia,,11.55,104.9167,1,0
2/23/20,Cambodia,,11.55,104.9167,1,0
2/24/20,Cambodia,,11.55,104.9167,1,0
2/25/20,Cambodia,,11.55,104.9167,1,0
2/26/20,Cambodia,,11.55,104.9167,1,0
2/27/20,Cambodia,,11.55,104.9167,1,0
2/28/20,Cambodia,,11.55,104.9167,1,0
2/29/20,Cambodia,,11.55,104.9167,1,0
3/1/20,Cambodia,,11.55,104.9167,1,0
3/2/20,Cambodia,,11.55,104.9167,1,0
3/3/20,Cambodia,,11.55,104.9167,1,0
3/4/20,Cambodia,,11.55,104.9167,1,0
3/5/20,Cambodia,,11.55,104.9167,1,0
3/6/20,Cambodia,,11.55,104.9167,1,0
3/7/20,Cambodia,,11.55,104.9167,1,0
3/8/20,Cambodia,,11.55,104.9167,2,0
3/9/20,Cambodia,,11.55,104.9167,2,0
3/10/20,Cambodia,,11.55,104.9167,2,0
3/11/20,Cambodia,,11.55,104.9167,3,0
3/12/20,Cambodia,,11.55,104.9167,3,0
3/13/20,Cambodia,,11.55,104.9167,5,0
3/14/20,Cambodia,,11.55,104.9167,7,0
3/15/20,Cambodia,,11.55,104.9167,7,0
3/16/20,Cambodia,,11.55,104.9167,7,0
3/17/20,Cambodia,,11.55,104.9167,33,0
3/18/20,Cambodia,,11.55,104.9167,35,0
3/19/20,Cambodia,,11.55,104.9167,37,0
3/20/20,Cambodia,,11.55,104.9167,51,0
3/21/20,Cambodia,,11.55,104.9167,53,0
3/22/20,Cambodia,,11.55,104.9167,84,0
1/22/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/23/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/24/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/25/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/26/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/27/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/28/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/29/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/30/20,Cameroon,,3.8480000000000003,11.5021,0,0
1/31/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/1/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/2/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/3/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/4/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/5/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/6/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/7/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/8/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/9/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/10/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/11/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/12/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/13/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/14/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/15/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/16/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/17/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/18/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/19/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/20/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/21/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/22/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/23/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/24/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/25/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/26/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/27/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/28/20,Cameroon,,3.8480000000000003,11.5021,0,0
2/29/20,Cameroon,,3.8480000000000003,11.5021,0,0
3/1/20,Cameroon,,3.8480000000000003,11.5021,0,0
3/2/20,Cameroon,,3.8480000000000003,11.5021,0,0
3/3/20,Cameroon,,3.8480000000000003,11.5021,0,0
3/4/20,Cameroon,,3.8480000000000003,11.5021,0,0
3/5/20,Cameroon,,3.8480000000000003,11.5021,0,0
3/6/20,Cameroon,,3.8480000000000003,11.5021,1,0
3/7/20,Cameroon,,3.8480000000000003,11.5021,1,0
3/8/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/9/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/10/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/11/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/12/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/13/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/14/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/15/20,Cameroon,,3.8480000000000003,11.5021,2,0
3/16/20,Cameroon,,3.8480000000000003,11.5021,4,0
3/17/20,Cameroon,,3.8480000000000003,11.5021,10,0
3/18/20,Cameroon,,3.8480000000000003,11.5021,10,0
3/19/20,Cameroon,,3.8480000000000003,11.5021,13,0
3/20/20,Cameroon,,3.8480000000000003,11.5021,20,0
3/21/20,Cameroon,,3.8480000000000003,11.5021,27,0
3/22/20,Cameroon,,3.8480000000000003,11.5021,40,0
1/22/20,Canada,Alberta,53.9333,-116.5765,0,0
1/23/20,Canada,Alberta,53.9333,-116.5765,0,0
1/24/20,Canada,Alberta,53.9333,-116.5765,0,0
1/25/20,Canada,Alberta,53.9333,-116.5765,0,0
1/26/20,Canada,Alberta,53.9333,-116.5765,0,0
1/27/20,Canada,Alberta,53.9333,-116.5765,0,0
1/28/20,Canada,Alberta,53.9333,-116.5765,0,0
1/29/20,Canada,Alberta,53.9333,-116.5765,0,0
1/30/20,Canada,Alberta,53.9333,-116.5765,0,0
1/31/20,Canada,Alberta,53.9333,-116.5765,0,0
2/1/20,Canada,Alberta,53.9333,-116.5765,0,0
2/2/20,Canada,Alberta,53.9333,-116.5765,0,0
2/3/20,Canada,Alberta,53.9333,-116.5765,0,0
2/4/20,Canada,Alberta,53.9333,-116.5765,0,0
2/5/20,Canada,Alberta,53.9333,-116.5765,0,0
2/6/20,Canada,Alberta,53.9333,-116.5765,0,0
2/7/20,Canada,Alberta,53.9333,-116.5765,0,0
2/8/20,Canada,Alberta,53.9333,-116.5765,0,0
2/9/20,Canada,Alberta,53.9333,-116.5765,0,0
2/10/20,Canada,Alberta,53.9333,-116.5765,0,0
2/11/20,Canada,Alberta,53.9333,-116.5765,0,0
2/12/20,Canada,Alberta,53.9333,-116.5765,0,0
2/13/20,Canada,Alberta,53.9333,-116.5765,0,0
2/14/20,Canada,Alberta,53.9333,-116.5765,0,0
2/15/20,Canada,Alberta,53.9333,-116.5765,0,0
2/16/20,Canada,Alberta,53.9333,-116.5765,0,0
2/17/20,Canada,Alberta,53.9333,-116.5765,0,0
2/18/20,Canada,Alberta,53.9333,-116.5765,0,0
2/19/20,Canada,Alberta,53.9333,-116.5765,0,0
2/20/20,Canada,Alberta,53.9333,-116.5765,0,0
2/21/20,Canada,Alberta,53.9333,-116.5765,0,0
2/22/20,Canada,Alberta,53.9333,-116.5765,0,0
2/23/20,Canada,Alberta,53.9333,-116.5765,0,0
2/24/20,Canada,Alberta,53.9333,-116.5765,0,0
2/25/20,Canada,Alberta,53.9333,-116.5765,0,0
2/26/20,Canada,Alberta,53.9333,-116.5765,0,0
2/27/20,Canada,Alberta,53.9333,-116.5765,0,0
2/28/20,Canada,Alberta,53.9333,-116.5765,0,0
2/29/20,Canada,Alberta,53.9333,-116.5765,0,0
3/1/20,Canada,Alberta,53.9333,-116.5765,0,0
3/2/20,Canada,Alberta,53.9333,-116.5765,0,0
3/3/20,Canada,Alberta,53.9333,-116.5765,0,0
3/4/20,Canada,Alberta,53.9333,-116.5765,0,0
3/5/20,Canada,Alberta,53.9333,-116.5765,0,0
3/6/20,Canada,Alberta,53.9333,-116.5765,1,0
3/7/20,Canada,Alberta,53.9333,-116.5765,2,0
3/8/20,Canada,Alberta,53.9333,-116.5765,4,0
3/9/20,Canada,Alberta,53.9333,-116.5765,7,0
3/10/20,Canada,Alberta,53.9333,-116.5765,7,0
3/11/20,Canada,Alberta,53.9333,-116.5765,19,0
3/12/20,Canada,Alberta,53.9333,-116.5765,19,0
3/13/20,Canada,Alberta,53.9333,-116.5765,29,0
3/14/20,Canada,Alberta,53.9333,-116.5765,29,0
3/15/20,Canada,Alberta,53.9333,-116.5765,39,0
3/16/20,Canada,Alberta,53.9333,-116.5765,56,0
3/17/20,Canada,Alberta,53.9333,-116.5765,74,0
3/18/20,Canada,Alberta,53.9333,-116.5765,97,0
3/19/20,Canada,Alberta,53.9333,-116.5765,119,0
3/20/20,Canada,Alberta,53.9333,-116.5765,146,0
3/21/20,Canada,Alberta,53.9333,-116.5765,195,0
3/22/20,Canada,Alberta,53.9333,-116.5765,259,0
1/22/20,Canada,British Columbia,49.2827,-123.1207,0,0
1/23/20,Canada,British Columbia,49.2827,-123.1207,0,0
1/24/20,Canada,British Columbia,49.2827,-123.1207,0,0
1/25/20,Canada,British Columbia,49.2827,-123.1207,0,0
1/26/20,Canada,British Columbia,49.2827,-123.1207,0,0
1/27/20,Canada,British Columbia,49.2827,-123.1207,0,0
1/28/20,Canada,British Columbia,49.2827,-123.1207,1,0
1/29/20,Canada,British Columbia,49.2827,-123.1207,1,0
1/30/20,Canada,British Columbia,49.2827,-123.1207,1,0
1/31/20,Canada,British Columbia,49.2827,-123.1207,1,0
2/1/20,Canada,British Columbia,49.2827,-123.1207,1,0
2/2/20,Canada,British Columbia,49.2827,-123.1207,1,0
2/3/20,Canada,British Columbia,49.2827,-123.1207,1,0
2/4/20,Canada,British Columbia,49.2827,-123.1207,1,0
2/5/20,Canada,British Columbia,49.2827,-123.1207,2,0
2/6/20,Canada,British Columbia,49.2827,-123.1207,2,0
2/7/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/8/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/9/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/10/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/11/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/12/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/13/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/14/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/15/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/16/20,Canada,British Columbia,49.2827,-123.1207,4,0
2/17/20,Canada,British Columbia,49.2827,-123.1207,5,0
2/18/20,Canada,British Columbia,49.2827,-123.1207,5,0
2/19/20,Canada,British Columbia,49.2827,-123.1207,5,0
2/20/20,Canada,British Columbia,49.2827,-123.1207,5,0
2/21/20,Canada,British Columbia,49.2827,-123.1207,6,0
2/22/20,Canada,British Columbia,49.2827,-123.1207,6,0
2/23/20,Canada,British Columbia,49.2827,-123.1207,6,0
2/24/20,Canada,British Columbia,49.2827,-123.1207,6,0
2/25/20,Canada,British Columbia,49.2827,-123.1207,7,0
2/26/20,Canada,British Columbia,49.2827,-123.1207,7,0
2/27/20,Canada,British Columbia,49.2827,-123.1207,7,0
2/28/20,Canada,British Columbia,49.2827,-123.1207,7,0
2/29/20,Canada,British Columbia,49.2827,-123.1207,8,0
3/1/20,Canada,British Columbia,49.2827,-123.1207,8,0
3/2/20,Canada,British Columbia,49.2827,-123.1207,8,0
3/3/20,Canada,British Columbia,49.2827,-123.1207,9,0
3/4/20,Canada,British Columbia,49.2827,-123.1207,12,0
3/5/20,Canada,British Columbia,49.2827,-123.1207,13,0
3/6/20,Canada,British Columbia,49.2827,-123.1207,21,0
3/7/20,Canada,British Columbia,49.2827,-123.1207,21,0
3/8/20,Canada,British Columbia,49.2827,-123.1207,27,0
3/9/20,Canada,British Columbia,49.2827,-123.1207,32,0
3/10/20,Canada,British Columbia,49.2827,-123.1207,32,0
3/11/20,Canada,British Columbia,49.2827,-123.1207,39,0
3/12/20,Canada,British Columbia,49.2827,-123.1207,46,0
3/13/20,Canada,British Columbia,49.2827,-123.1207,64,0
3/14/20,Canada,British Columbia,49.2827,-123.1207,64,0
3/15/20,Canada,British Columbia,49.2827,-123.1207,73,0
3/16/20,Canada,British Columbia,49.2827,-123.1207,103,0
3/17/20,Canada,British Columbia,49.2827,-123.1207,103,0
3/18/20,Canada,British Columbia,49.2827,-123.1207,186,0
3/19/20,Canada,British Columbia,49.2827,-123.1207,231,0
3/20/20,Canada,British Columbia,49.2827,-123.1207,271,0
3/21/20,Canada,British Columbia,49.2827,-123.1207,424,0
3/22/20,Canada,British Columbia,49.2827,-123.1207,424,0
1/22/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/23/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/24/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/25/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/26/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/27/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/28/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/29/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/30/20,Canada,Grand Princess,37.6489,-122.6655,0,0
1/31/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/1/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/2/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/3/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/4/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/5/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/6/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/7/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/8/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/9/20,Canada,Grand Princess,37.6489,-122.6655,0,0
2/10/20,Canada,Grand Princess,37.6489,-122.6655,0,0
